disc_year,hostname,pl_dens,pl_letter,pl_massj,pl_orbper,pl_orbsmax,pl_radj,st_lum,st_rad,st_spectype,sy_bmag,sy_dist,sy_vmag
2021,"Kepler-1929",,"b",,59.36249924,,0.274,,1.47,,12.3800000,508.2010000,11.7880000
2021,"Kepler-1820",,"b",,31.03249931,,0.278,,0.93,,15.8950000,1425.3900000,15.7590000
2021,"Kepler-1800",,"b",,4.56202984,,0.089,,2.51,,14.1170000,350.4550000,13.1940000
2016,"Kepler-1165",,"b",,9.47852200,,0.138,,1.18,,14.5610000,1575.2000000,14.5210000
2021,"Kepler-1873",,"b",,0.55884200,,0.145,,0.79,,16.3240000,820.9570000,15.8890000
2021,"Kepler-1922",,"b",,13.22259998,,0.204,,0.86,,15.3850000,1344.2900000,15.3880000
2021,"Kepler-1719",,"b",,6.14955997,,0.352,,1.77,,14.5620000,905.4060000,13.4780000
2021,"Kepler-1897",,"b",,24.22030067,,0.251,,0.76,,16.1450000,983.1740000,16.0100000
2021,"Kepler-1795",,"b",,13.36019993,,0.148,,0.69,,17.5980000,,16.1880000
2021,"Kepler-1815",,"b",,12.19139957,,0.245,,0.97,,16.5230000,1006.6300000,15.6210000
2021,"Kepler-1165",,"c",,29.96870041,,0.300,,1.08,,14.5610000,1575.2000000,14.5210000
2021,"Kepler-1846",,"b",,14.82009983,,0.157,,0.73,,15.6550000,374.6150000,14.4120000
2021,"Kepler-1881",,"b",,159.39399720,,0.266,,0.87,,16.8920000,1057.2100000,15.8980000
2016,"Kepler-1315",,"b",,0.84338011,,0.123,,0.75,,16.2530000,480.8690000,15.1330000
2021,"Kepler-1853",,"b",,48.88819885,,0.135,,0.79,,16.3530000,562.3480000,15.2290000
2021,"Kepler-1953",,"b",,6.24565983,,0.115,,0.71,,16.9100000,605.6310000,15.9360000
2021,"BD+55 362",,"b",,265.59000000,0.780000,,,,"K3",10.2990000,52.5697000,9.3800000
2021,"HD 96992",,"b",,514.00000000,1.240000,,1.470,7.43,,9.6260000,396.0820000,8.5700000
2021,"Kepler-1779",,"b",,16.34359932,,0.271,,1.06,,16.1740000,908.5010000,15.1320000
2021,"Kepler-1734",,"b",,6.79685020,,0.276,,0.97,,16.2900000,1482.8300000,15.5980000
2020,"Kepler-1676",,"b",,29.92210000,,0.301,,1.06,,14.1650000,,13.4850000
2021,"Kepler-633",,"c",,23.78319931,,0.205,,1.26,,14.7480000,680.5400000,13.8120000
2021,"Kepler-1860",,"b",,12.73719978,,0.102,,0.87,,14.3910000,438.7030000,13.5690000
2021,"Kepler-324",9.95000,"d",0.00702,34.16900000,,0.101,,0.83,,15.7620000,501.5740000,14.2220000
2021,"BD+45 564",,"b",,307.88000000,0.830000,,,,"K1",10.5360000,53.6220000,9.6700000
2021,"Kepler-1835",,"b",,11.96409988,,0.315,,0.96,,16.2700000,1404.3800000,15.6150000
2021,"HD 68988",,"c",,16000.00000000,13.200000,,,1.26,,8.8380000,60.8447000,8.2000000
2021,"Kepler-1468",,"d",,19.59059906,,0.297,,1.50,,15.9500000,1899.2400000,15.1110000
2021,"Kepler-1927",,"b",,73.75039673,,0.304,,2.48,,14.0290000,1091.0000000,13.3120000
2020,"Kepler-1701",,"b",,169.13400000,,0.198,-0.351,0.84,,15.4820000,584.1420000,14.7220000
2021,"Kepler-1962",,"b",,7.99145985,,0.108,,1.01,,15.3170000,866.8260000,15.1460000
2021,"Kepler-1755",,"b",,24.81209946,,0.528,,0.92,,14.7060000,982.3830000,14.5440000
2020,"Kepler-1679",,"b",,9.75376000,,0.185,-0.201,0.87,,15.0590000,909.2800000,15.3270000
2021,"Kepler-1852",,"b",,7.97094011,,0.168,,0.83,,16.7960000,772.4810000,15.7260000
2021,"Kepler-1923",,"b",,52.60969925,,0.175,,1.29,,15.4760000,990.8380000,14.4540000
2021,"Kepler-1870",,"b",,3.60694003,,0.187,,0.84,,14.4680000,407.2160000,13.5660000
2021,"Kepler-1841",,"b",,25.88599968,,0.133,,0.90,,15.6840000,631.7000000,14.8550000
2021,"Kepler-1756",,"b",,2.35575008,,0.131,,0.81,,16.9520000,,15.7360000
2021,"Kepler-1836",,"b",,5.25416994,,0.228,,0.99,,15.7790000,1472.6200000,15.5580000
2021,"Kepler-1793",,"b",,8.77999973,,0.338,,0.76,,17.0490000,1189.8800000,15.9490000
2005,"HD 107148",,"b",,48.05600000,0.269000,,,,,8.6870000,49.4156000,8.0100000
2021,"HD 107148",,"c",,18.32670000,0.140700,,,1.17,,8.6870000,49.4156000,8.0100000
2020,"Kepler-647",,"c",,29.66630000,,0.357,0.418,1.55,,14.7620000,1087.8700000,14.0670000
2006,"HD 203030",,"b",11.00000,,,1.290,,,"G8 V",9.0900000,39.2503000,8.4500000
2020,"Kepler-595",,"c",0.01038,12.38602000,,0.090,,0.82,,15.8300000,643.0090000,15.0670000
2021,"Kepler-1822",,"b",,22.13339996,,0.236,,0.70,,17.0310000,897.5970000,15.8040000
2021,"Kepler-1855",,"b",,0.72733098,,0.109,,0.36,,18.0930000,,16.5560000
2021,"Kepler-1879",,"b",,10.61340046,,0.184,,1.39,,13.4930000,627.1710000,12.8250000
2016,"Kepler-1073",,"b",,8.67888593,,0.205,,1.00,,15.4050000,809.8970000,14.7490000
2021,"Kepler-1910",,"b",,5.68876982,,0.106,,0.64,,17.5300000,,16.0920000
2021,"Kepler-1794",,"b",,9.76298046,,0.160,,0.82,,16.6330000,561.2290000,15.4970000
2021,"Kepler-1906",,"b",,7.36268997,,0.248,,0.89,,15.4310000,1360.6300000,15.3220000
2019,"GJ 411",,"b",,12.93940000,0.078790,,,0.37,,8.9150000,5.6757730,7.4900000
2021,"Kepler-1920",,"b",,30.25410080,,0.264,,1.16,,15.1760000,885.9130000,14.3920000
2021,"Kepler-1926",,"b",,42.87770081,,0.207,,0.83,,16.4260000,667.4050000,15.8000000
2021,"Kepler-1789",,"b",,80.23190308,,0.253,,0.89,,15.3720000,611.4610000,14.4490000
2014,"Kepler-196",,"c",,47.42773700,0.240000,0.200,,0.78,,15.1320000,451.3120000,14.2390000
2021,"Kepler-196",,"d",,122.08000180,,0.237,,0.77,,15.1320000,451.3120000,14.2390000
2021,"Kepler-1902",,"b",,3.82222009,,0.105,,0.51,,17.4230000,344.3370000,16.1130000
2021,"Kepler-1892",,"b",,6.33123016,,0.164,,0.76,,17.0660000,851.5950000,15.5920000
2021,"Kepler-1746",,"b",,321.21200560,,0.797,,1.29,,13.9770000,979.5410000,13.5720000
2021,"Kepler-1918",,"b",,47.05640030,,0.205,,0.92,,16.3380000,1030.1100000,15.5330000
2021,"Kepler-1909",,"b",,2.39160991,,0.097,,0.69,,16.9940000,763.6620000,15.9330000
2021,"Kepler-1825",,"b",,1.02586997,,0.127,,0.85,,15.3690000,430.2540000,14.6050000
2016,"Kepler-1266",,"b",,28.47474800,,0.230,,0.76,,17.1200000,849.3120000,16.0160000
2021,"Kepler-1904",,"b",,4.57702017,,0.124,,0.50,,18.5720000,270.8540000,16.3670000
2021,"Kepler-1946",,"b",,3.03519010,,0.222,,0.87,,16.4360000,1002.1200000,15.5080000
2021,"Kepler-1924",,"b",,15.33170033,,0.237,,1.28,,15.8170000,1910.7700000,15.0840000
2021,"Kepler-1780",,"b",,109.44499970,,0.322,,0.87,,15.8800000,790.5160000,14.9070000
2021,"Kepler-1949",,"b",,2.20828009,,0.198,,1.45,,15.5060000,2617.3500000,15.2310000
2021,"Kepler-1787",,"b",,39.31370163,,0.207,,0.93,,15.2980000,778.6020000,14.5640000
2016,"Kepler-716",,"b",,10.37168453,,0.259,,0.78,,16.3320000,635.0090000,15.3140000
2021,"Kepler-1931",,"b",,38.57609940,,0.237,,1.22,,13.2360000,620.0910000,12.6710000
2021,"Kepler-1937",,"b",,9.68859959,,0.270,,1.20,,14.9010000,905.0690000,14.1630000
2021,"Kepler-1760",,"b",,38.32609940,,0.204,,0.90,,15.4680000,,14.4720000
2021,"Kepler-1831",,"b",,5.78387022,,0.176,,1.01,,15.2930000,1053.4900000,15.1580000
2021,"Kepler-1752",,"b",,56.35850143,,0.405,,0.82,,,962.8880000,16.0249000
2021,"Kepler-1903",,"b",,17.06789970,,0.204,,1.00,,15.9800000,1775.4400000,15.4560000
2021,"Kepler-1770",,"b",,16.84189987,,0.253,,1.01,,16.0760000,582.9420000,14.4180000
2021,"Kepler-1778",,"b",,10.08740044,,0.269,,1.09,,15.8790000,1276.2900000,15.2730000
2020,"Kepler-1685",,"b",,20.49050000,,0.230,-0.245,0.84,,16.5930000,1141.8900000,16.0960000
2021,"KIC 8121913",,"b",,3.29460100,,,,2.23,,13.2090000,707.3030000,12.3800000
2021,"Kepler-1782",,"b",,5.75622988,,0.199,,0.73,,14.9800000,305.7920000,13.8750000
2021,"Kepler-1038",,"c",,7.12765980,,0.126,,0.82,,16.0290000,584.1360000,15.0300000
2021,"Kepler-1891",,"b",,4.02229023,,0.136,,0.83,,15.4290000,596.2400000,14.4120000
2020,"Kepler-1702",,"b",,18.50120000,,0.143,-0.496,0.73,,16.7530000,857.1400000,16.2310000
2015,"KOI-7892",,"b",,31.80990000,,0.366,,1.26,,15.0610000,1072.3000000,14.4110000
2021,"Kepler-607",,"c",,39.67679977,,0.246,,0.89,,15.7260000,519.1220000,14.6720000
2021,"Kepler-1784",,"b",,13.59049988,,0.250,,0.97,,16.5390000,883.0450000,15.4230000
2016,"Kepler-1207",,"b",,13.68237119,,0.145,,1.06,,15.3100000,1754.1900000,14.5950000
2020,"BD-11 4672",,"c",,74.20000000,0.300000,,-0.804,0.64,,11.2430000,27.1665000,10.0300000
2021,"Kepler-1768",,"b",,15.13589954,,0.199,,1.57,,14.1920000,632.7660000,13.5650000
2021,"Kepler-1721",,"b",,4.59238005,,0.278,,0.80,,16.3290000,641.3740000,15.0850000
2005,"HD 99109",,"b",,439.29999000,1.110000,,,0.98,,9.8620010,54.7901000,9.1000000
2021,"Kepler-1773",,"b",,40.80970001,,0.313,,1.30,,14.1200000,681.2550000,13.0850000
2016,"Kepler-1073",,"c",,4.02582254,,0.146,,1.00,,15.4050000,809.8970000,14.7490000
2020,"Kepler-1678",,"b",,147.97400000,,0.295,-0.162,0.83,,15.3170000,847.3390000,15.0200000
2021,"Kepler-418",,"c",,12.21829987,,0.466,,1.08,,16.0980000,1002.5300000,14.8240000
2021,"Kepler-1727",,"b",,9.02929974,,0.283,,0.82,,16.1280000,894.1870000,15.7510000
2021,"Kepler-1944",,"b",,9.84257984,,0.246,,0.97,,15.9900000,1076.4800000,15.5820000
2021,"Kepler-1961",,"b",,5.60471010,,0.144,,0.78,,16.9150000,1042.4500000,15.8090000
2021,"Kepler-1933",,"b",,4.94329023,,0.105,,1.01,,13.5630000,328.0070000,12.8100000
2021,"Kepler-1811",,"b",,76.42230225,,0.343,,1.19,,15.7480000,1390.5600000,15.3270000
2021,"Kepler-1827",,"b",,3.70061994,,0.166,,1.40,,14.0540000,686.4610000,13.2280000
2021,"HD 22496",,"b",,5.09071000,0.051000,,-1.174,0.67,,10.0620000,13.5956000,8.5700000
2021,"Kepler-1901",,"b",,3.48412991,,0.132,,0.92,,15.8900000,1028.3700000,15.0970000
2020,"Kepler-1674",,"b",,62.56110000,,0.286,-0.206,0.88,,16.3990000,1012.4800000,15.6970000
2021,"Kepler-1837",,"b",,5.90608978,,0.184,,0.96,,15.7780000,1229.1800000,15.4800000
2021,"Kepler-1790",,"b",,31.58889961,,0.281,,1.37,,14.8740000,1070.1700000,14.1790000
2020,"Kepler-1668",,"b",,15.43400000,,0.388,-0.056,1.02,,15.1820000,1335.6400000,15.7920000
2020,"Kepler-1666",,"b",,25.84760000,,0.257,0.268,1.15,,15.8080000,1379.3700000,15.1040000
2021,"Kepler-1905",,"b",,3.42392993,,0.129,,1.01,,15.9640000,1051.5300000,15.0860000
2020,"Kepler-1684",,"b",,47.70550000,,0.256,-0.707,0.67,,16.9350000,621.9960000,15.9510000
2020,"Kepler-1681",,"b",,69.89560000,,0.228,,,,15.5720000,758.3000000,14.6460000
2021,"Kepler-1774",,"b",,59.77080154,,0.284,,1.12,,14.7080000,816.5920000,14.0200000
2020,"Kepler-598",,"c",,86.49450000,,0.270,-0.258,0.90,,15.6940000,681.0860000,14.8290000
2021,"Kepler-1932",,"b",,0.52417702,,0.135,,0.81,,16.2440000,713.7330000,15.2860000
2021,"Kepler-27",,"d",,6.54628992,,0.241,,0.82,,16.8650000,1044.3600000,15.8220000
2021,"Kepler-1312",,"c",,1.11611998,,0.092,,0.91,,13.2900000,299.1040000,12.4910000
2021,"Kepler-487",,"d",,2.41839004,,0.248,,0.89,,16.1320000,872.3430000,14.8820000
2021,"Kepler-1888",,"b",,11.39169979,,0.118,,1.25,,13.0480000,402.9470000,12.0990000
2020,"Kepler-1686",,"b",,9.30987000,,0.127,0.141,1.20,,14.6740000,729.8230000,13.6610000
2021,"Kepler-1884",,"b",,8.98832035,,0.162,,0.91,,16.0300000,1443.0900000,15.4330000
2021,"Kepler-1882",,"b",,13.78730011,,0.133,,1.46,,13.2420000,443.3710000,12.5160000
2021,"Kepler-1900",,"b",,2.98622990,,0.145,,1.04,,16.3240000,1540.4300000,15.5020000
2016,"Kepler-1321",,"c",,2.22649109,,0.214,,0.53,,19.2970000,769.1460000,17.5054000
2016,"Kepler-616",,"b",,9.99761851,,0.217,,0.97,,,945.7750000,15.0210000
2016,"Kepler-616",,"c",,90.41135560,,0.304,,0.97,,,945.7750000,15.0210000
2021,"HD 124330",,"b",,270.66000000,0.860000,,,,"G4 IV",8.5400000,60.1977000,7.8800000
2021,"HD 331093",,"b",,621.62000000,1.440000,,,,"K0",9.1430000,50.1928000,8.3800000
2021,"Kepler-1720",,"b",,12.70639992,,0.287,,0.84,,15.1610000,629.4450000,14.8220000
2016,"HD 164922",,"c",,75.74000000,0.341000,,-0.149,0.95,,7.8100000,22.0016000,7.0122700
2020,"HD 164922",,"d",,12.45800000,0.103000,,-0.149,0.95,,7.8100000,22.0016000,7.0122700
2021,"HD 168009",,"b",,15.14790000,0.119200,,,1.21,,6.9300000,23.3032000,6.2950000
2021,"GJ 740",,"b",,2.37756000,0.029000,,-1.206,0.56,"M1.0 V",10.6160000,11.1017000,9.2200000
2021,"Kepler-1907",,"b",,5.65245008,,0.078,,0.80,,14.9240000,292.1110000,13.9890000
2021,"Kepler-1757",,"b",,19.65640068,,0.263,,0.74,,16.4690000,807.3080000,15.8170000
2021,"Kepler-1913",,"b",,14.19600010,,0.135,,1.08,,15.5930000,876.3000000,14.8140000
2021,"Kepler-1067",,"c",,5.42583990,,0.156,,0.93,,14.9720000,667.6930000,14.3950000
2021,"Kepler-1940",,"b",,4.95061016,,0.138,,0.72,,16.4720000,798.5950000,15.6740000
2021,"Kepler-1833",,"b",,6.89212990,,0.116,,1.45,,13.3680000,591.6020000,12.6450000
2021,"HD 164922",,"e",,41.76300000,0.229200,,,1.00,,7.8100000,22.0016000,7.0122700
2005,"HD 164922",,"b",,1207.00000000,2.160000,,-0.149,0.95,,7.8100000,22.0016000,7.0122700
2020,"HD 216520",,"c",,154.43000000,0.528000,,-0.452,0.76,,8.4080000,19.5520000,7.5300000
2020,"GJ 887",,"b",,9.26200000,0.068000,,-1.434,0.47,"M1 V",,3.2900000,
2021,"Kepler-589",,"c",,3.52466011,,0.100,,0.92,,15.5720000,612.8030000,14.7750000
2016,"Kepler-529",,"b",,1.98035766,,0.166,,1.14,,14.0750000,799.0080000,13.7790000
2021,"Kepler-1839",,"b",,5.05675983,,0.174,,0.94,,15.4550000,1136.6000000,14.9350000
2014,"Kepler-385",,"b",,10.04368600,0.097000,0.244,,1.13,,15.3620000,1432.6100000,15.7600000
2020,"HATS-37 A",0.55000,"b",0.09900,4.33153660,0.049130,0.606,-0.256,0.88,,13.2220000,211.8960000,12.3410000
2021,"Kepler-1739",,"b",,7.34370995,,0.217,,0.76,,15.5390000,783.6660000,14.8990000
2016,"Kepler-1530",,"b",,2.59044340,,0.146,,0.88,,15.3970000,489.8760000,14.1500000
2016,"Kepler-1530",,"c",,5.32274060,,0.147,,0.88,,15.3970000,489.8760000,14.1500000
2021,"HD 3765",,"b",,1211.00000000,2.108000,,,0.83,,8.3150000,17.9260000,7.3600000
2021,"HD 24040",,"c",,515.40000000,1.300000,,,1.39,,8.1700000,46.6224000,7.5150000
2006,"HD 24040",,"b",,3668.00000000,4.920000,,,1.30,,8.1700000,46.6224000,7.5150000
2017,"HD 29021",,"b",,1362.30000000,2.280000,,,0.85,"G5",8.4550000,30.9939000,7.7600000
2020,"GJ 480",,"b",,9.56700000,0.068000,,,,"M3.5 Ve",,14.2358000,11.4900000
2013,"2MASS J01033563-5515561 A",,"b",13.00000,,84.000000,,,,"M5.5/M6",16.9930000,,15.7880000
2021,"Kepler-1810",,"b",,101.13300320,,0.350,,1.02,,16.2260000,1009.8700000,15.4000000
2021,"Kepler-1871",,"b",,1.95270002,,0.216,,0.95,,15.1680000,854.6230000,14.8220000
2021,"HD 211403",,"b",,223.80000000,0.768000,,,1.21,"F7 V",8.8280000,83.0919000,8.4800000
2021,"Kepler-1693",,"c",,5.36370993,,0.087,,1.10,,15.8400000,760.0650000,14.8570000
2021,"Kepler-1767",,"b",,59.65829849,,0.269,,0.83,,16.5130000,820.5060000,16.2060000
2021,"Kepler-1916",,"b",,31.25429916,,0.234,,1.09,,16.4410000,2055.8200000,15.7790000
2021,"Kepler-1798",,"b",,16.85589981,,0.206,,0.59,,17.3990000,395.1960000,16.3910000
2014,"Kepler-370",,"b",,4.57953000,0.054000,0.142,,0.90,,16.1140000,1167.9400000,15.4670000
2014,"Kepler-373",,"c",,16.72594800,0.126000,0.111,,0.84,,15.0640000,1090.4500000,14.5960000
2011,"Kepler-42",,"c",,0.45328509,0.006000,0.065,-2.620,0.17,"M",18.1210000,40.0595000,16.7000000
2016,"Kepler-750",,"c",,4.08899022,,0.145,,1.23,,15.2840000,1296.0200000,14.6340000
2014,"Kepler-375",,"b",,12.12593400,0.101000,0.129,,0.84,,16.7270000,1238.8100000,15.6430000
2020,"Kepler-1682",,"b",,14.83340000,,0.258,-0.196,0.84,,16.5560000,1159.8500000,15.9070000
2016,"Kepler-1348",,"b",,27.57227420,,0.173,,1.04,,15.3230000,1213.8200000,14.8710000
2014,"Kepler-224",,"e",,18.64357700,0.124000,0.176,,0.68,,16.6390000,782.0880000,15.8010000
2016,"Kepler-1358",,"b",,7.06317341,,0.100,,0.79,,15.5570000,546.9980000,14.6930000
2016,"Kepler-1173",,"b",,0.76985360,,0.079,,0.82,,14.9400000,377.0600000,13.8960000
2016,"Kepler-1351",,"b",,0.91614077,,0.058,,0.67,,15.7010000,202.7820000,14.3280000
2016,"Kepler-770",,"c",,1.47532231,,0.107,,0.92,,15.8780000,930.4570000,14.8520000
2021,"Kepler-1866",,"b",,11.66009998,,0.186,,1.08,,15.3800000,976.7370000,14.4180000
2021,"Kepler-1915",,"b",,13.83539963,,0.287,,1.06,,17.3340000,1514.6600000,16.2610000
2021,"Kepler-1749",,"b",,14.53409958,,0.144,,0.55,,16.9760000,268.2000000,14.9500000
2021,"Kepler-1802",,"c",,33.13610077,,0.207,,0.64,,17.1330000,636.6940000,15.9050000
2021,"Kepler-1885",,"b",,2.52255988,,0.135,,0.86,,15.7960000,818.4820000,14.8510000
2021,"Kepler-1813",,"b",,2.81816006,,0.126,,0.79,,16.8040000,,15.6390000
2021,"Kepler-1715",,"b",,35.59730148,,0.369,,1.21,,13.1560000,522.6050000,12.8810000
2014,"Kepler-290",,"b",,14.58934700,0.110000,0.201,,0.74,,16.5860000,694.6270000,15.7750000
2020,"Kepler-1699",,"b",,3.49082000,,0.140,,,,15.6800000,818.7590000,14.8360000
2021,"Kepler-1792",,"b",,4.19577980,,0.225,,1.00,,15.4560000,601.0290000,15.5660000
2021,"Kepler-1725",,"b",,16.71990013,,0.251,,1.08,,13.7150000,558.6520000,13.1530000
2014,"Kepler-404",,"b",,11.82985100,0.102000,0.113,,0.88,,16.3350000,812.5240000,15.4790000
2016,"Kepler-1343",,"b",,3.35183158,,0.172,,0.93,,16.0150000,1756.7100000,15.6170000
2016,"Kepler-1236",,"b",,31.05716180,,0.191,,0.82,,16.6760000,999.6400000,16.1450000
2016,"Kepler-1238",,"b",,4.14787559,,0.172,,1.48,,15.4670000,1632.1300000,14.9190000
2016,"Kepler-1249",,"b",,24.33471270,,0.212,,1.28,,16.3650000,1904.5400000,15.3910000
2015,"Kepler-446",,"b",,1.56540900,,0.130,,0.24,"M4",19.3400000,96.3390000,17.5041000
2021,"Kepler-1872",,"b",,3.82591009,,0.213,,0.89,,17.2470000,840.1820000,15.9660000
2021,"Kepler-1957",,"b",,2.18662000,,0.084,,0.77,,16.0960000,460.8990000,15.1300000
2016,"Kepler-763",,"b",,1.19655156,,0.109,,0.80,,16.8830000,962.4590000,15.9650000
2021,"Kepler-1711",,"b",,21.06080055,,0.172,,1.03,,13.8760000,590.2680000,13.2980000
2021,"Kepler-1877",,"b",,2.37756991,,0.056,,0.94,,13.2160000,285.3120000,12.2900000
2021,"Kepler-1765",,"b",,10.41889954,,0.223,,1.06,,15.5110000,764.4560000,15.0400000
2017,"Kepler-1653",,"b",,140.25240000,0.470600,0.194,-0.636,0.69,,16.9830000,,15.8640000
2021,"Kepler-1802",,"b",,15.45020008,,0.149,,0.64,,17.1330000,636.6940000,15.9050000
2022,"Ross 508",,"b",,10.77000000,0.053660,,-2.445,0.21,"M4.5 V",,11.2103000,14.1800000
2017,"Kepler-1652",,"b",,38.09722000,0.165400,0.143,-1.638,0.38,,18.8050000,,16.8600000
2016,"Kepler-913",,"b",,10.29672521,,0.184,,0.61,,15.5610000,991.6180000,15.5220000
2021,"Kepler-534",,"c",,7.37868977,,0.109,,0.96,,13.8660000,570.6590000,13.3870000
2021,"HD 136925",,"b",,4540.00000000,5.130000,,,1.19,,8.5270000,47.8740000,7.9143300
2020,"Kepler-1687",,"b",,5.77954000,,0.148,-0.859,0.73,,17.5360000,417.0140000,15.9280000
2021,"Kepler-1724",,"b",,6.45442009,,0.253,,0.94,,15.4330000,1060.7700000,14.9610000
2001,"HD 68988",,"b",,6.27711000,0.070000,,,1.19,,8.8380000,60.8447000,8.2000000
2021,"Kepler-511",,"c",,26.62949944,,0.376,,1.42,,13.9690000,651.9990000,12.7110000
2021,"Kepler-1758",,"b",,9.97721004,,0.229,,1.62,,15.9330000,1588.4100000,15.1190000
2021,"Kepler-1759",,"b",,3.72023010,,0.081,,0.80,,15.6010000,385.3480000,14.5320000
2021,"Kepler-1857",,"b",,8.94340992,,0.175,,1.00,,14.7280000,853.2750000,14.3600000
2021,"TYC 0434-04538-1",,"b",,193.20000000,0.660000,,1.670,9.99,,11.4830000,613.4220000,10.2470000
2020,"Kepler-1688",,"b",,5.62012000,,0.113,,,,15.3450000,,14.1420000
2021,"Kepler-1806",,"b",,9.03332043,,0.210,,0.79,,17.1990000,978.0660000,16.1730000
2021,"Kepler-1816",,"b",,91.50099945,,0.176,,0.71,,15.5250000,437.8230000,14.7340000
2014,"Kepler-347",,"b",,12.79836000,0.110000,0.176,,1.00,,15.3600000,1298.8800000,14.5670000
2022,"KMT-2021-BLG-0912L",,"b",0.00884,,3.140000,,,,"K",,5560.0000000,
2021,"OGLE-2018-BLG-0567L",,"b",0.32000,,2.720000,,,,,,7060.0000000,
2021,"OGLE-2018-BLG-0962L",,"b",1.34000,,3.590000,,,,,,6500.0000000,
2014,"Kepler-343",,"c",,23.22182000,0.167000,0.180,,1.43,,14.8160000,927.1930000,14.0630000
2014,"Kepler-416",,"b",0.18300,6.31900000,,0.221,,1.07,,,690.8190000,14.1660000
2016,"Kepler-528",,"b",,19.78297415,,0.186,,1.06,,14.8810000,784.2300000,14.0640000
2014,"Kepler-268",,"b",,25.93413800,0.180000,0.227,,1.27,,14.4570000,851.8700000,13.8440000
2021,"Kepler-1943",,"b",,4.85018015,,0.138,,0.97,,14.6570000,1004.5500000,13.8680000
2014,"Kepler-225",,"c",,18.79423400,0.111000,0.164,,0.48,,18.0280000,561.1010000,16.2940000
2020,"17 Sco",,"b",,578.38000000,1.450000,,2.254,25.92,"K3 III",6.6150000,124.9530000,5.2260600
2016,"HATS-15",1.97000,"b",2.17000,1.74748753,0.027120,1.105,-0.204,0.92,"G9 V",15.8140000,1139.5500000,14.9090000
2016,"Kepler-541",,"b",,5.08005848,,0.300,,2.06,,14.0680000,1060.6800000,13.3830000
2016,"Kepler-520",,"b",,19.67416124,,0.148,,1.09,,13.5280000,623.9010000,12.7980000
2014,"Kepler-295",,"c",,21.52625800,0.142000,0.104,,0.90,,15.5940000,1699.1900000,14.6310000
2014,"Kepler-295",,"d",,33.88405400,0.192000,0.121,,0.90,,15.5940000,1699.1900000,14.6310000
2016,"Kepler-949",,"b",,8.68930730,,0.260,,0.86,,15.7200000,486.1050000,14.7180000
2014,"Kepler-286",,"c",,3.46809500,0.042000,0.122,,0.86,,16.6370000,1226.8500000,15.8630000
2016,"Kepler-687",,"b",,20.50586978,,0.314,,0.73,,16.8710000,633.6600000,15.6950000
2016,"Kepler-911",,"b",,20.31050100,,0.232,,1.99,,12.1780000,556.1680000,11.7670000
2016,"Kepler-1485",,"b",,19.91577250,,0.131,,1.12,,14.3960000,615.6600000,13.4110000
2021,"OGLE-2018-BLG-1185L",,"b",0.02643,,1.540000,,,,,,7400.0000000,29.3000000
2014,"CoRoT-24",0.90000,"b",0.01800,5.11340000,0.056000,0.330,,0.86,"K1 V",16.5930000,591.5550000,15.3830000
2014,"KIC 10001893",,"c",,0.32528000,,,,,,15.0730000,1672.9400000,15.8290000
2014,"Kepler-79",0.09000,"d",0.01900,52.09020000,0.287000,0.639,0.342,1.30,,14.5480000,1020.7200000,14.0360000
2014,"Kepler-293",,"b",,19.25419600,0.144000,0.274,,0.96,,16.1030000,974.6330000,15.4520000
2014,"Kepler-229",,"d",,41.19491200,0.220000,0.343,,0.73,,16.8840000,826.2650000,16.2200000
2016,"Kepler-903",,"b",,10.35077210,,0.179,,0.97,,15.6260000,1369.2400000,14.8560000
2016,"Kepler-935",,"b",,4.88083852,,0.120,,0.73,,15.5360000,471.7820000,15.0100000
2016,"Kepler-577",,"b",,25.69578251,,0.227,,0.73,,15.6270000,524.2470000,15.1550000
2016,"Kepler-1541",,"b",,8.40691199,,0.103,,0.81,,15.3480000,416.6920000,13.9440000
2016,"Kepler-631",,"b",,17.97979059,,0.259,,1.33,,14.1910000,761.9660000,13.5630000
2016,"Kepler-1502",,"b",,41.70836290,,0.284,,1.72,,14.6880000,1514.0200000,14.1800000
2016,"Kepler-1578",,"b",,1.45088691,,0.093,,0.86,,16.1400000,1064.0500000,15.5850000
2016,"Kepler-1254",,"d",,5.72717226,,0.117,,0.75,,16.5040000,622.8180000,15.5410000
2014,"Kepler-188",,"c",,5.99655300,0.066000,0.285,,1.14,,15.5990000,968.5440000,14.7190000
2014,"Kepler-269",,"b",,5.32671800,0.061000,0.220,,0.96,,16.3660000,2257.3200000,15.6460000
2012,"Kepler-80",1.22000,"c",0.02121,9.52355000,0.079200,0.244,-0.770,0.68,"K5",16.3030000,369.4510000,15.2300000
2016,"Kepler-921",,"b",,51.30063400,,0.256,,0.91,,15.4730000,934.4900000,14.8520000
2016,"Kepler-942",,"b",,44.96417488,,0.190,,0.75,,14.5700000,216.3540000,13.2500000
2014,"Kepler-257",,"d",,24.66455100,0.160000,0.442,,1.04,,16.8160000,780.2560000,15.6520000
2014,"Kepler-222",,"c",,10.08881000,0.091000,0.414,,0.87,,16.0980000,758.8540000,15.4070000
2016,"Kepler-1645",,"b",,16.17795610,,0.159,,1.02,,15.4350000,1202.4700000,14.5660000
2021,"HD 360",,"b",,273.10000000,0.980000,,1.742,10.86,"G8 III",7.0220000,111.5420000,5.9860000
